Free_Text
"Pasien Rahmat Widodo, KTP 3276010101010004, 52 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah A, nomor rekam medis 727106, datang pada 10/09/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020004. Keluhan: hipertensi, keluhan tambahan: sesak napas. disarankan mengubah pola makan. Dokter rujukan: Dr. Hasan. keluhan masih tetap dirasakan, perlu observasi lebih lanjut"
"Pasien Wawan Purnomo, KTP 3276010101010009, 62 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah B, nomor rekam medis 870412, datang pada 11/09/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020003. Keluhan: migrain, keluhan tambahan: nyeri kepala. diberikan suplemen zat besi. Dokter rujukan: Dr. Hasan. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Wawan Purnomo, KTP 3276010101010004, 44 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 082234567654, golongan darah A, nomor rekam medis 763723, datang pada 25/07/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020010. Keluhan: anemia, keluhan tambahan: sesak napas. direkomendasikan fisioterapi. Dokter rujukan: Dr. Diah. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Nita Susanti, KTP 3276010101010005, 72 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah O, nomor rekam medis 726738, datang pada 16/09/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020009. Keluhan: anemia, keluhan tambahan: batuk. diberikan antihistamin. Dokter rujukan: Dr. Dian. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Andi Suryana, KTP 3276010101010009, 62 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081987654321, golongan darah O, nomor rekam medis 967392, datang pada 27/07/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020005. Keluhan: alergi musiman, keluhan tambahan: pusing. diberikan suplemen zat besi. Dokter rujukan: Dr. Diah. perlu dilakukan tes darah ulang"
"Pasien Dewi Santika, KTP 3276010101010009, 20 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081234567890, golongan darah O, nomor rekam medis 776517, datang pada 28/09/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020002. Keluhan: anemia, keluhan tambahan: kelelahan. diberikan inhaler. Dokter rujukan: Dr. Hasan. keluhan sudah berkurang setelah pengobatan"
"Pasien Wawan Purnomo, KTP 3276010101010003, 28 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 665522, datang pada 8/08/2023. Diperiksa oleh Dr. Gunawan Putra, KTP 3173010202020004. Keluhan: hipertensi, keluhan tambahan: sesak napas. disarankan mengubah pola makan. Dokter rujukan: Dr. Lukman. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Tono Suryono, KTP 3276010101010003, 75 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah B, nomor rekam medis 565296, datang pada 11/07/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020003. Keluhan: alergi musiman, keluhan tambahan: sulit tidur. direkomendasikan fisioterapi. Dokter rujukan: Dr. Diah. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Rahmat Widodo, KTP 3276010101010003, 44 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081987654321, golongan darah O, nomor rekam medis 625652, datang pada 6/09/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020007. Keluhan: hipertensi, keluhan tambahan: nyeri kepala. diberikan inhaler. Dokter rujukan: Dr. Dian. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Rahmat Widodo, KTP 3276010101010004, 59 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah O, nomor rekam medis 475651, datang pada 11/08/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020007. Keluhan: migrain, keluhan tambahan: nyeri kepala. disarankan mengubah pola makan. Dokter rujukan: Dr. Hasan. pasien merasa lebih baik setelah obat diberikan"
"Pasien Andi Suryana, KTP 3276010101010001, 74 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah O, nomor rekam medis 599952, datang pada 17/09/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020002. Keluhan: anemia, keluhan tambahan: pusing. direkomendasikan fisioterapi. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Dewi Santika, KTP 3276010101010006, 27 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 396050, datang pada 13/08/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020009. Keluhan: nyeri punggung, keluhan tambahan: nyeri kepala. direkomendasikan fisioterapi. Dokter rujukan: Dr. Dian. keluhan sudah berkurang setelah pengobatan"
"Pasien Andi Suryana, KTP 3276010101010010, 64 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah A, nomor rekam medis 652156, datang pada 8/07/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020010. Keluhan: gagal jantung, keluhan tambahan: mual. diberikan inhaler. Dokter rujukan: Dr. Dian. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Andi Suryana, KTP 3276010101010003, 56 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 082234567654, golongan darah A, nomor rekam medis 953171, datang pada 2/07/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020005. Keluhan: nyeri punggung, keluhan tambahan: nyeri kepala. diberikan diuretik. Dokter rujukan: Dr. Dian. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Tono Suryono, KTP 3276010101010010, 56 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 082234567654, golongan darah AB, nomor rekam medis 527215, datang pada 7/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020009. Keluhan: asma, keluhan tambahan: mual. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Yanti Kartika, KTP 3276010101010009, 26 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 082234567654, golongan darah B, nomor rekam medis 754480, datang pada 24/09/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020009. Keluhan: infeksi saluran pernapasan, keluhan tambahan: pusing. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Lukman. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Dewi Santika, KTP 3276010101010005, 21 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 085643217890, golongan darah A, nomor rekam medis 387537, datang pada 5/09/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020008. Keluhan: infeksi saluran pernapasan, keluhan tambahan: mual. disarankan mengubah pola makan. Dokter rujukan: Dr. Lukman. perlu dilakukan tes darah ulang"
"Pasien Yudi Raharjo, KTP 3276010101010010, 46 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 556220, datang pada 4/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020010. Keluhan: nyeri punggung, keluhan tambahan: sulit tidur. diberikan insulin. Dokter rujukan: Dr. Dian. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Siti Aminah, KTP 3276010101010009, 32 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah B, nomor rekam medis 345008, datang pada 21/07/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020007. Keluhan: migrain, keluhan tambahan: sakit pinggang. diberikan insulin. Dokter rujukan: Dr. Hasan. perlu dilakukan tes darah ulang"
"Pasien Andi Suryana, KTP 3276010101010010, 73 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah O, nomor rekam medis 992801, datang pada 8/07/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020009. Keluhan: anemia, keluhan tambahan: mual. diberikan inhaler. Dokter rujukan: Dr. Diah. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Nita Susanti, KTP 3276010101010007, 62 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah A, nomor rekam medis 956237, datang pada 24/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020008. Keluhan: gagal jantung, keluhan tambahan: sesak napas. diberikan resep anti migrain. Dokter rujukan: Dr. Lukman. keluhan masih tetap dirasakan, perlu observasi lebih lanjut"
"Pasien Lestari Nugroho, KTP 3276010101010006, 38 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 393981, datang pada 8/07/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020007. Keluhan: infeksi saluran pernapasan, keluhan tambahan: sakit pinggang. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Diah. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Rahmat Widodo, KTP 3276010101010001, 23 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 455598, datang pada 20/09/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020010. Keluhan: hipertensi, keluhan tambahan: sakit pinggang. disarankan mengubah pola makan. Dokter rujukan: Dr. Diah. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Yudi Raharjo, KTP 3276010101010007, 72 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 085643217890, golongan darah O, nomor rekam medis 555034, datang pada 9/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020001. Keluhan: nyeri punggung, keluhan tambahan: sesak napas. diberikan antihistamin. Dokter rujukan: Dr. Dian. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Nita Susanti, KTP 3276010101010006, 77 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081987654321, golongan darah B, nomor rekam medis 427181, datang pada 26/09/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020010. Keluhan: gagal jantung, keluhan tambahan: pusing. diberikan suplemen zat besi. Dokter rujukan: Dr. Hasan. diminta mengurangi konsumsi garam dan lemak"
"Pasien Nita Susanti, KTP 3276010101010008, 48 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah O, nomor rekam medis 757653, datang pada 28/08/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020009. Keluhan: migrain, keluhan tambahan: kelelahan. diberikan obat antihipertensi. Dokter rujukan: Dr. Diah. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Lestari Nugroho, KTP 3276010101010008, 53 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 735097, datang pada 19/07/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020002. Keluhan: gagal jantung, keluhan tambahan: kelelahan. diberikan antihistamin. Dokter rujukan: Dr. Lukman. diminta mengurangi konsumsi garam dan lemak"
"Pasien Wawan Purnomo, KTP 3276010101010007, 48 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081234567890, golongan darah A, nomor rekam medis 824590, datang pada 21/08/2023. Diperiksa oleh Dr. Gunawan Putra, KTP 3173010202020003. Keluhan: migrain, keluhan tambahan: pusing. diberikan suplemen zat besi. Dokter rujukan: Dr. Diah. perlu dilakukan tes darah ulang"
"Pasien Nita Susanti, KTP 3276010101010003, 75 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah B, nomor rekam medis 521640, datang pada 11/09/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020010. Keluhan: hipertensi, keluhan tambahan: sulit tidur. diberikan resep anti migrain. Dokter rujukan: Dr. Lukman. keluhan sudah berkurang setelah pengobatan"
"Pasien Rahmat Widodo, KTP 3276010101010008, 69 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah O, nomor rekam medis 166188, datang pada 17/07/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020008. Keluhan: anemia, keluhan tambahan: batuk. diberikan insulin. Dokter rujukan: Dr. Dian. diminta mengurangi konsumsi garam dan lemak"
"Pasien Rahmat Widodo, KTP 3276010101010007, 42 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah A, nomor rekam medis 802869, datang pada 7/09/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020002. Keluhan: asma, keluhan tambahan: pusing. diberikan inhaler. Dokter rujukan: Dr. Diah. diminta mengurangi konsumsi garam dan lemak"
"Pasien Yanti Kartika, KTP 3276010101010008, 48 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 082234567654, golongan darah B, nomor rekam medis 111849, datang pada 26/08/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020009. Keluhan: diabetes mellitus tipe 2, keluhan tambahan: sulit tidur. diberikan resep anti migrain. Dokter rujukan: Dr. Diah. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Siti Aminah, KTP 3276010101010008, 79 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081987654321, golongan darah O, nomor rekam medis 345139, datang pada 15/09/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020005. Keluhan: migrain, keluhan tambahan: nyeri kepala. diberikan insulin. Dokter rujukan: Dr. Diah. diberikan edukasi terkait penyakit"
"Pasien Nita Susanti, KTP 3276010101010005, 39 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 242386, datang pada 6/08/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020005. Keluhan: kolesterol tinggi, keluhan tambahan: nyeri kepala. diberikan suplemen zat besi. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Yanti Kartika, KTP 3276010101010001, 70 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah O, nomor rekam medis 756305, datang pada 8/07/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020001. Keluhan: migrain, keluhan tambahan: batuk. diberikan inhaler. Dokter rujukan: Dr. Lukman. keluhan sudah berkurang setelah pengobatan"
"Pasien Nita Susanti, KTP 3276010101010009, 26 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah B, nomor rekam medis 543783, datang pada 28/07/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020004. Keluhan: anemia, keluhan tambahan: pusing. disarankan mengubah pola makan. Dokter rujukan: Dr. Hasan. pasien merasa lebih baik setelah obat diberikan"
"Pasien Dewi Santika, KTP 3276010101010009, 45 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081987654321, golongan darah O, nomor rekam medis 839663, datang pada 13/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020005. Keluhan: nyeri punggung, keluhan tambahan: nyeri kepala. disarankan mengubah pola makan. Dokter rujukan: Dr. Diah. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Yanti Kartika, KTP 3276010101010007, 41 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah O, nomor rekam medis 442329, datang pada 5/08/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020007. Keluhan: hipertensi, keluhan tambahan: mual. disarankan mengubah pola makan. Dokter rujukan: Dr. Dian. diberikan edukasi terkait penyakit"
"Pasien Dewi Santika, KTP 3276010101010010, 72 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 082234567654, golongan darah B, nomor rekam medis 140126, datang pada 19/09/2023. Diperiksa oleh Dr. Gunawan Putra, KTP 3173010202020009. Keluhan: migrain, keluhan tambahan: sakit pinggang. diberikan antihistamin. Dokter rujukan: Dr. Diah. perlu dilakukan tes darah ulang"
"Pasien Andi Suryana, KTP 3276010101010005, 45 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah A, nomor rekam medis 443101, datang pada 3/09/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020002. Keluhan: infeksi saluran pernapasan, keluhan tambahan: sulit tidur. diberikan antihistamin. Dokter rujukan: Dr. Lukman. perlu dilakukan tes darah ulang"
"Pasien Siti Aminah, KTP 3276010101010010, 74 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah A, nomor rekam medis 335693, datang pada 26/07/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020001. Keluhan: diabetes mellitus tipe 2, keluhan tambahan: pusing. diberikan antihistamin. Dokter rujukan: Dr. Hasan. keluhan sudah berkurang setelah pengobatan"
"Pasien Andi Suryana, KTP 3276010101010008, 78 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 085643217890, golongan darah A, nomor rekam medis 396567, datang pada 22/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020009. Keluhan: alergi musiman, keluhan tambahan: sesak napas. disarankan mengubah pola makan. Dokter rujukan: Dr. Dian. pasien merasa lebih baik setelah obat diberikan"
"Pasien Siti Aminah, KTP 3276010101010009, 20 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 899889, datang pada 26/09/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020003. Keluhan: alergi musiman, keluhan tambahan: sulit tidur. disarankan mengubah pola makan. Dokter rujukan: Dr. Lukman. keluhan sudah berkurang setelah pengobatan"
"Pasien Lestari Nugroho, KTP 3276010101010001, 79 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah B, nomor rekam medis 829116, datang pada 10/09/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020006. Keluhan: diabetes mellitus tipe 2, keluhan tambahan: pusing. diberikan insulin. Dokter rujukan: Dr. Lukman. diberikan edukasi terkait penyakit"
"Pasien Yanti Kartika, KTP 3276010101010003, 41 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah A, nomor rekam medis 777861, datang pada 9/09/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020010. Keluhan: diabetes mellitus tipe 2, keluhan tambahan: sesak napas. diberikan antihistamin. Dokter rujukan: Dr. Hasan. keluhan sudah berkurang setelah pengobatan"
"Pasien Lestari Nugroho, KTP 3276010101010008, 39 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 085643217890, golongan darah O, nomor rekam medis 410259, datang pada 8/09/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020009. Keluhan: gagal jantung, keluhan tambahan: sesak napas. diberikan diuretik. Dokter rujukan: Dr. Hasan. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Siti Aminah, KTP 3276010101010002, 80 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah B, nomor rekam medis 102382, datang pada 8/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020010. Keluhan: gagal jantung, keluhan tambahan: kelelahan. direkomendasikan fisioterapi. Dokter rujukan: Dr. Lukman. keluhan sudah berkurang setelah pengobatan"
"Pasien Wawan Purnomo, KTP 3276010101010007, 33 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah B, nomor rekam medis 240271, datang pada 3/07/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020001. Keluhan: alergi musiman, keluhan tambahan: nyeri kepala. diberikan suplemen zat besi. Dokter rujukan: Dr. Hasan. perlu dilakukan tes darah ulang"
"Pasien Rahmat Widodo, KTP 3276010101010003, 75 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah A, nomor rekam medis 614180, datang pada 2/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020004. Keluhan: diabetes mellitus tipe 2, keluhan tambahan: nyeri kepala. diberikan antihistamin. Dokter rujukan: Dr. Dian. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Yudi Raharjo, KTP 3276010101010002, 63 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 085643217890, golongan darah O, nomor rekam medis 525025, datang pada 2/08/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020004. Keluhan: hipertensi, keluhan tambahan: sesak napas. diberikan suplemen zat besi. Dokter rujukan: Dr. Diah. diminta mengurangi konsumsi garam dan lemak"
"Pasien Lestari Nugroho, KTP 3276010101010007, 79 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah B, nomor rekam medis 916696, datang pada 10/09/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020009. Keluhan: anemia, keluhan tambahan: kelelahan. diberikan resep anti migrain. Dokter rujukan: Dr. Lukman. perlu dilakukan tes darah ulang"
"Pasien Dewi Santika, KTP 3276010101010006, 32 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah B, nomor rekam medis 815423, datang pada 21/07/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020002. Keluhan: alergi musiman, keluhan tambahan: pusing. diberikan antihistamin. Dokter rujukan: Dr. Diah. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Nita Susanti, KTP 3276010101010005, 59 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 085643217890, golongan darah A, nomor rekam medis 235708, datang pada 25/09/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020002. Keluhan: alergi musiman, keluhan tambahan: mual. direkomendasikan fisioterapi. Dokter rujukan: Dr. Diah. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Andi Suryana, KTP 3276010101010008, 22 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081234567890, golongan darah B, nomor rekam medis 645170, datang pada 14/07/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020008. Keluhan: gagal jantung, keluhan tambahan: mual. disarankan mengubah pola makan. Dokter rujukan: Dr. Dian. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Dewi Santika, KTP 3276010101010005, 56 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah B, nomor rekam medis 710692, datang pada 11/07/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020009. Keluhan: migrain, keluhan tambahan: sakit pinggang. diberikan suplemen zat besi. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Nita Susanti, KTP 3276010101010008, 42 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 833645, datang pada 20/07/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020009. Keluhan: infeksi saluran pernapasan, keluhan tambahan: nyeri kepala. diberikan antihistamin. Dokter rujukan: Dr. Dian. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Andi Suryana, KTP 3276010101010007, 69 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 082234567654, golongan darah O, nomor rekam medis 120986, datang pada 23/07/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020007. Keluhan: alergi musiman, keluhan tambahan: kelelahan. diberikan obat antihipertensi. Dokter rujukan: Dr. Diah. pasien merasa lebih baik setelah obat diberikan"
"Pasien Wawan Purnomo, KTP 3276010101010009, 36 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah B, nomor rekam medis 431539, datang pada 2/09/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020003. Keluhan: gagal jantung, keluhan tambahan: kelelahan. diberikan suplemen zat besi. Dokter rujukan: Dr. Diah. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Nita Susanti, KTP 3276010101010001, 35 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah O, nomor rekam medis 650598, datang pada 23/07/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020010. Keluhan: gagal jantung, keluhan tambahan: nyeri kepala. diberikan obat antihipertensi. Dokter rujukan: Dr. Hasan. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Yudi Raharjo, KTP 3276010101010001, 58 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 085643217890, golongan darah B, nomor rekam medis 440488, datang pada 18/09/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020007. Keluhan: infeksi saluran pernapasan, keluhan tambahan: batuk. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Dian. diminta mengurangi konsumsi garam dan lemak"
"Pasien Tono Suryono, KTP 3276010101010001, 65 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 082234567654, golongan darah B, nomor rekam medis 983703, datang pada 19/07/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020005. Keluhan: nyeri punggung, keluhan tambahan: sulit tidur. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Dian. pasien merasa lebih baik setelah obat diberikan"
"Pasien Dewi Santika, KTP 3276010101010005, 52 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 197166, datang pada 6/08/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020005. Keluhan: hipertensi, keluhan tambahan: batuk. diberikan suplemen zat besi. Dokter rujukan: Dr. Lukman. pasien merasa lebih baik setelah obat diberikan"
"Pasien Dewi Santika, KTP 3276010101010005, 37 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 082234567654, golongan darah AB, nomor rekam medis 198500, datang pada 7/07/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020007. Keluhan: migrain, keluhan tambahan: batuk. diberikan suplemen zat besi. Dokter rujukan: Dr. Diah. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Rahmat Widodo, KTP 3276010101010006, 69 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 085643217890, golongan darah O, nomor rekam medis 264510, datang pada 25/09/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020006. Keluhan: asma, keluhan tambahan: pusing. diberikan insulin. Dokter rujukan: Dr. Dian. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
